Reference	C1	C2	C3	IR1	IR2	IR3
ENST00000249647	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000530839	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000284037	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000377767	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000275767	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000444881	0.0	0.0	1.0	0.0	1.0	0.0
ENST00000447574	0.0	0.0	1.0	0.0	1.0	0.0
ENST00000357214	0.0	0.0	1.0	1.0	0.0	0.0
ENST00000631044	0.0	0.0	1.0	0.0	1.0	0.0
ENST00000228741	0.0	0.0	1.0	0.0	0.0	1.0
ENST00000309934	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000393797	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000360515	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000396832	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000371544	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000262878	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000368141	0.0	0.0	1.0	1.0	0.0	0.0
ENST00000216727	0.0	0.0	1.0	0.0	1.0	0.0
ENST00000342160	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000258787	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000346178	0.0	0.0	1.0	0.0	0.0	1.0
ENST00000600147	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000393892	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000441564	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000253083	0.0	0.0	1.0	0.0	1.0	0.0
ENST00000628380	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000617444	0.0	0.0	1.0	1.0	0.0	0.0
ENST00000618759	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000253686	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000368301	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000300853	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000353548	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000472842	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000513342	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000223459	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000515869	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000358230	0.0	0.0	1.0	1.0	2.0	0.0
ENST00000496166	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000286788	0.0	0.0	1.0	1.0	1.0	1.0
ENST00000256366	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000355653	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000437397	0.0	0.0	1.0	0.0	1.0	0.0
ENST00000613219	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000398712	0.0	0.0	1.0	0.0	1.0	0.0
ENST00000353487	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000421807	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000307564	0.0	0.0	1.0	0.0	1.0	0.0
ENST00000300850	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000568194	0.0	0.0	1.0	0.0	0.0	1.0
ENST00000621630	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000348227	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000396776	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000525239	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000383217	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000528057	0.0	0.0	1.0	1.0	0.0	0.0
ENST00000461096	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000394507	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000259006	0.0	0.0	1.0	0.0	1.0	0.0
ENST00000216832	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000621372	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000225298	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000397119	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000337288	0.0	0.0	1.0	1.0	0.0	0.0
ENST00000520817	0.0	0.0	1.0	0.0	2.0	0.0
ENST00000304863	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000561038	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000291295	0.0	0.0	1.0	0.0	1.0	0.0
ENST00000572851	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000254667	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000510102	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000381344	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000263713	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000370685	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000219252	0.0	0.0	1.0	0.0	0.0	1.0
ENST00000232766	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000345716	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000468303	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000370487	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000542526	0.0	0.0	1.0	1.0	0.0	0.0
ENST00000367942	0.0	0.0	1.0	1.0	0.0	0.0
ENST00000290158	0.0	0.0	1.0	0.0	0.0	1.0
ENST00000245838	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000254942	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000337233	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000404092	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000575963	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000469537	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000466468	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000292330	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000304076	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000481065	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000464431	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000340934	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000370105	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000220496	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000374358	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000525402	0.0	0.0	1.0	0.0	0.0	1.0
ENST00000526148	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000532383	0.0	0.0	1.0	0.0	1.0	0.0
ENST00000272542	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000494774	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000393562	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000621232	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000316052	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000268097	0.0	0.0	1.0	1.0	0.0	0.0
ENST00000316924	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000491935	0.0	0.0	1.0	1.0	0.0	0.0
ENST00000257787	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000545121	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000372695	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000442788	0.0	0.0	1.0	1.0	0.0	0.0
ENST00000367142	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000394126	0.0	0.0	1.0	1.0	0.0	0.0
ENST00000507126	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000528419	0.0	0.0	1.0	0.0	0.0	1.0
ENST00000410026	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000292823	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000367569	0.0	0.0	1.0	0.0	0.0	1.0
ENST00000340855	0.0	0.0	1.0	0.0	0.0	1.0
ENST00000251968	0.0	0.0	1.0	0.0	1.0	0.0
ENST00000357559	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000457903	0.0	0.0	1.0	0.0	0.0	1.0
ENST00000414698	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000307441	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000526991	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000626046	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000397356	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000325327	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000325157	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000532904	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000501748	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000492356	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000263202	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000372667	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000498097	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000423207	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000470557	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000540918	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000309352	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000310325	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000376980	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000528964	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000377200	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000320560	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000625241	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000633610	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000538033	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000415286	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000216214	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000313899	0.0	0.0	1.0	0.0	1.0	0.0
ENST00000409668	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000568997	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000373840	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000375499	0.0	0.0	1.0	0.0	1.0	0.0
ENST00000490912	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000238112	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000262097	0.0	0.0	1.0	0.0	0.0	2.0
ENST00000610745	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000248566	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000560223	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000409220	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000254928	0.0	0.0	1.0	1.0	0.0	0.0
ENST00000357063	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000263697	0.0	0.0	1.0	0.0	0.0	1.0
ENST00000304271	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000371851	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000394366	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000397098	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000380579	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000394123	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000409400	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000380520	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000308022	0.0	0.0	1.0	0.0	1.0	0.0
ENST00000569675	0.0	0.0	1.0	0.0	2.0	0.0
ENST00000537591	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000357324	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000284690	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000374561	0.0	0.0	1.0	0.0	1.0	0.0
ENST00000538183	0.0	0.0	1.0	2.0	1.0	0.0
ENST00000530617	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000361055	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000272252	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000215631	0.0	0.0	1.0	0.0	2.0	0.0
ENST00000377685	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000392485	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000427587	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000389032	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000343546	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000590247	0.0	0.0	1.0	0.0	1.0	0.0
ENST00000301522	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000370241	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000302424	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000393366	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000463376	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000418532	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000557565	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000613058	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000334955	0.0	0.0	1.0	0.0	0.0	1.0
ENST00000371018	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000336273	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000361641	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000262646	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000470316	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000621318	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000440859	0.0	0.0	1.0	0.0	1.0	0.0
ENST00000375344	0.0	0.0	1.0	0.0	1.0	0.0
ENST00000403716	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000292782	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000318158	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000593424	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000368623	0.0	0.0	1.0	1.0	0.0	0.0
ENST00000557824	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000265085	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000309318	0.0	0.0	1.0	1.0	0.0	3.0
ENST00000503176	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000203407	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000482732	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000459993	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000225777	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000564543	0.0	0.0	1.0	2.0	0.0	0.0
ENST00000444377	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000396667	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000394650	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000473311	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000361611	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000310078	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000343028	0.0	0.0	1.0	1.0	0.0	0.0
ENST00000223129	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000487805	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000296129	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000337387	0.0	0.0	1.0	0.0	0.0	1.0
ENST00000426002	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000375592	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000409410	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000471880	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000460843	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000394152	0.0	0.0	1.0	0.0	1.0	0.0
ENST00000563200	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000215790	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000524142	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000323851	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000587834	0.0	0.0	1.0	0.0	1.0	0.0
ENST00000261692	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000312865	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000264414	0.0	0.0	1.0	1.0	0.0	0.0
ENST00000358290	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000502346	0.0	0.0	1.0	0.0	0.0	1.0
ENST00000526457	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000326873	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000476781	0.0	0.0	1.0	1.0	0.0	0.0
ENST00000200453	0.0	0.0	1.0	1.0	0.0	0.0
ENST00000382708	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000310826	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000321437	0.0	0.0	1.0	0.0	1.0	1.0
ENST00000262215	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000552292	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000326446	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000618099	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000382581	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000355295	0.0	0.0	1.0	1.0	0.0	0.0
ENST00000344096	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000558588	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000490414	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000398137	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000618907	0.0	0.0	1.0	1.0	0.0	0.0
ENST00000335325	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000301585	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000332211	0.0	0.0	1.0	1.0	0.0	1.0
ENST00000396307	0.0	0.0	1.0	0.0	0.0	1.0
ENST00000356432	0.0	0.0	1.0	1.0	0.0	0.0
ENST00000309395	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000460484	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000342981	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000510168	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000476181	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000583767	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000390658	0.0	0.0	1.0	0.0	1.0	0.0
ENST00000492933	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000540564	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000458235	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000528896	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000397885	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000619898	0.0	0.0	1.0	0.0	1.0	0.0
ENST00000459638	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000294489	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000496700	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000367969	0.0	0.0	1.0	1.0	0.0	2.0
ENST00000333590	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000269385	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000257548	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000601048	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000534650	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000542575	0.0	0.0	1.0	0.0	0.0	1.0
ENST00000396153	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000295756	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000543823	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000540479	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000424014	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000362042	0.0	0.0	1.0	0.0	1.0	2.0
ENST00000464087	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000380817	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000440180	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000397514	0.0	0.0	1.0	0.0	1.0	0.0
ENST00000621161	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000376572	0.0	0.0	1.0	0.0	0.0	1.0
ENST00000394440	0.0	0.0	1.0	0.0	0.0	1.0
ENST00000355552	0.0	0.0	1.0	0.0	1.0	2.0
ENST00000533522	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000543117	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000494993	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000336890	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000329319	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000250454	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000582809	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000316891	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000370332	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000258886	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000378088	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000627934	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000321919	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000254624	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000436066	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000262294	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000302904	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000406787	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000297338	0.0	0.0	1.0	0.0	0.0	1.0
ENST00000315367	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000357949	0.0	0.0	1.0	0.0	0.0	1.0
ENST00000241527	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000293288	0.0	0.0	1.0	0.0	1.0	0.0
ENST00000398841	0.0	0.0	1.0	1.0	0.0	1.0
ENST00000260643	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000176763	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000614091	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000398868	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000358387	0.0	0.0	1.0	0.0	0.0	1.0
ENST00000234420	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000323563	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000316763	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000454345	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000361717	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000373627	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000464591	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000357186	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000356708	0.0	0.0	1.0	0.0	0.0	2.0
ENST00000228284	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000521861	0.0	0.0	1.0	0.0	1.0	0.0
ENST00000223369	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000370473	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000374271	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000309822	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000395198	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000371558	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000429544	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000038176	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000259951	0.0	0.0	1.0	0.0	1.0	0.0
ENST00000237889	0.0	0.0	1.0	0.0	1.0	0.0
ENST00000359930	0.0	0.0	1.0	0.0	0.0	1.0
ENST00000223136	0.0	0.0	1.0	2.0	0.0	0.0
ENST00000486685	0.0	0.0	1.0	0.0	1.0	1.0
ENST00000479155	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000531120	0.0	0.0	1.0	0.0	0.0	1.0
ENST00000396811	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000282841	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000578921	0.0	0.0	1.0	1.0	0.0	0.0
ENST00000228437	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000371649	0.0	0.0	1.0	1.0	0.0	0.0
ENST00000450390	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000470741	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000347519	0.0	0.0	1.0	1.0	0.0	0.0
ENST00000341744	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000614237	0.0	0.0	1.0	0.0	0.0	2.0
ENST00000377340	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000281187	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000373966	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000298786	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000381077	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000379520	0.0	0.0	1.0	0.0	1.0	0.0
ENST00000396020	0.0	0.0	1.0	1.0	0.0	0.0
ENST00000333055	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000529010	0.0	0.0	1.0	0.0	1.0	0.0
ENST00000022615	0.0	0.0	1.0	0.0	1.0	1.0
ENST00000415822	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000249071	0.0	0.0	1.0	0.0	3.0	0.0
ENST00000513458	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000581066	0.0	0.0	1.0	0.0	1.0	0.0
ENST00000579147	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000188312	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000495075	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000366612	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000240651	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000216373	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000273986	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000367242	0.0	0.0	1.0	1.0	0.0	0.0
ENST00000597017	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000618756	0.0	0.0	1.0	0.0	0.0	1.0
ENST00000436911	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000443402	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000633705	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000277865	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000292180	0.0	0.0	1.0	0.0	0.0	1.0
ENST00000523214	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000356692	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000507209	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000231009	0.0	0.0	1.0	0.0	0.0	1.0
ENST00000359785	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000492345	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000361731	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000395288	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000223145	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000300151	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000402563	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000359890	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000248342	0.0	0.0	1.0	0.0	1.0	0.0
ENST00000383791	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000295900	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000307526	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000296503	0.0	0.0	1.0	1.0	0.0	0.0
ENST00000463004	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000617190	0.0	0.0	1.0	0.0	1.0	1.0
ENST00000299413	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000281950	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000361121	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000541212	0.0	0.0	1.0	1.0	0.0	0.0
ENST00000372712	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000248089	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000313608	0.0	0.0	1.0	1.0	0.0	0.0
ENST00000381588	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000451402	0.0	0.0	1.0	0.0	1.0	0.0
ENST00000265056	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000278823	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000354449	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000320631	0.0	0.0	1.0	0.0	1.0	0.0
ENST00000472232	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000616265	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000228251	0.0	0.0	1.0	0.0	0.0	1.0
